,OrphaCode,DisorderName,Summary
1211,35664.0,ALDH18A1-related De Barsy syndrome,"ALDH18A1-related De Barsy syndrome is very frequently (99-80%) associated with Cataract, Global developmental delay, Hyperextensible skin, Intellectual disability, and Joint hyperflexibility.ALDH18A1-related De Barsy syndrome is associated with Disease-causing germline mutation(s) in aldehyde dehydrogenase 18 family member A1 (P5CS; delta-1-pyrroline-5-carboxylate synthase)."
1212,35687.0,Erdheim-Chester disease,"Erdheim-Chester disease is very frequently (99-80%) associated with Abnormal metaphysis morphology, Abnormality of epiphysis morphology, Bone pain, Diabetes insipidus, Dysuria, Fatigue, Fever, Hyperhidrosis, Hypogonadotropic hypogonadism, Increased bone mineral density, Osteolysis, Osteomyelitis, Polydipsia, Proptosis, Weight loss, and Xanthelasma. Erdheim-Chester disease is frequently (79-30%) associated with Abdominal pain, Abnormal aortic valve morphology, Hydronephrosis, Joint swelling, and Retroperitoneal fibrosis. Erdheim-Chester disease is occasionally (29-5%) associated with Abnormal cerebellum morphology, Abnormal pericardium morphology, Abnormal pulmonary interstitial morphology, Abnormality of immune system physiology, Anemia, Ataxia, Avascular necrosis, Congestive heart failure, Cough, Dysarthria, Dyspnea, Hyperreflexia, Nausea and vomiting, Nystagmus, Pleural effusion, Ptosis, Pulmonary fibrosis, Renal insufficiency, Skin rash, and Visual impairment."
1213,729.0,Polycythemia vera,"Polycythemia vera is very frequently (99-80%) associated with Abdominal pain, Acute leukemia, Angina pectoris, Bruising susceptibility, Epistaxis, Gingival bleeding, Headache, Hepatomegaly, Hypertension, Myelodysplasia, Myelofibrosis, Polycythemia, Splenomegaly, Tinnitus, Vertigo, and Weight loss. Polycythemia vera is frequently (79-30%) associated with Abnormality of vision, Arthralgia, Fatigue, Paresthesia, and Respiratory insufficiency. Polycythemia vera is occasionally (29-5%) associated with Arterial thrombosis, Budd-Chiari syndrome, Early satiety, Erythromelalgia, Gastrointestinal hemorrhage, Intermittent claudication, Leukocytosis, Portal hypertension, Portal vein thrombosis, Pruritus, Pulmonary embolism, Stroke, Thrombocytosis, and Venous thrombosis.Polycythemia vera is associated with Disease-causing somatic mutation(s) in Janus kinase 2 (JTK10)."
1214,724.0,Idiopathic acute eosinophilic pneumonia,"Idiopathic acute eosinophilic pneumonia is very frequently (99-80%) associated with Chest pain, Fever, Pulmonary infiltrates, Respiratory insufficiency, and Restrictive ventilatory defect. Idiopathic acute eosinophilic pneumonia is frequently (79-30%) associated with Abdominal pain, Abnormal pattern of respiration, Abnormality of eosinophils, Abnormality of the pleura, Cough, and Myalgia."
1215,26790.0,Pseudomyxoma peritonei,"Pseudomyxoma peritonei is very frequently (99-80%) associated with Abnormality of the abdominal wall, Abnormality of the peritoneum, and Ascites. Pseudomyxoma peritonei is frequently (79-30%) associated with Inflammation of the large intestine. Pseudomyxoma peritonei is occasionally (29-5%) associated with Abdominal pain, Constipation, Hernia, Intestinal obstruction, Lymphadenopathy, Nausea and vomiting, Respiratory insufficiency, and Weight loss."
1216,545.0,Follicular lymphoma,"Follicular lymphoma is very frequently (99-80%) associated with Fever, Lymphadenopathy, Lymphoma, Mediastinal lymphadenopathy, and Weight loss. Follicular lymphoma is frequently (79-30%) associated with Fatigue, Night sweats, and Splenomegaly. Follicular lymphoma is occasionally (29-5%) associated with Abnormality of the peritoneum, Hypercalcemia, Increased circulating lactate dehydrogenase concentration, Lymphedema, Meningitis, Peritoneal effusion, Pleural effusion, and Skin nodule. Follicular lymphoma is very rarely (<4-1%) associated with Mediastinal mass.Follicular lymphoma is associated with Major susceptibility factor in major histocompatibility complex, class II, DR beta 1; Part of a fusion gene in BCL2 apoptosis regulator (Bcl-2; PPP1R50; protein phosphatase 1; regulatory subunit 50), BCL6 transcription repressor (BCL5; BCL6A; LAZ3; ZBTB27), and immunoglobulin heavy locus."
1217,29822.0,Spontaneous periodic hypothermia,"Spontaneous periodic hypothermia is very frequently (99-80%) associated with Ataxia, Fatigue, Gait disturbance, Hyperhidrosis, Hypothermia, Nausea and vomiting, and Pallor. Spontaneous periodic hypothermia is frequently (79-30%) associated with Arrhythmia, Reduced consciousness/confusion, Seizure, Sleep abnormality, and Tremor. Spontaneous periodic hypothermia is occasionally (29-5%) associated with Abnormal pattern of respiration, Aplasia/Hypoplasia of the corpus callosum, Diarrhea, and Skin rash."
1218,29207.0,Reactive arthritis,"Reactive arthritis is very frequently (99-80%) associated with Abnormality of the nail, Arthralgia, Arthritis, Cartilage destruction, Cognitive impairment, Conjunctivitis, Diarrhea, Dystrophic fingernails, Enthesitis, Hyperkeratosis, Joint stiffness, Joint swelling, Osteomyelitis, Pustule, and Recurrent aphthous stomatitis. Reactive arthritis is frequently (79-30%) associated with Abdominal pain, Abnormality of the pleura, Inflammation of the large intestine, Iritis, Low back pain, and Skin rash. Reactive arthritis is occasionally (29-5%) associated with Aortic regurgitation, Balanitis, Elevated circulating C-reactive protein concentration, Elevated erythrocyte sedimentation rate, Erythema nodosum, Fever, Pericarditis, Photophobia, Pulmonary fibrosis, Recurrent urinary tract infections, Respiratory insufficiency, Sacroiliac arthritis, Urethritis, Uveitis, and Weight loss.Reactive arthritis is associated with Biomarker tested in major histocompatibility complex, class I, B; Major susceptibility factor in major histocompatibility complex, class I, B."
1219,31112.0,Dermatofibrosarcoma protuberans,"Dermatofibrosarcoma protuberans is very frequently (99-80%) associated with Erythema, Fibrosarcoma, Neoplasm of the skin, Subcutaneous nodule, and Thickened skin. Dermatofibrosarcoma protuberans is frequently (79-30%) associated with Skin ulcer. Dermatofibrosarcoma protuberans is occasionally (29-5%) associated with Pain. Dermatofibrosarcoma protuberans is very rarely (<4-1%) associated with Lymphadenopathy.Dermatofibrosarcoma protuberans is associated with Part of a fusion gene in collagen type I alpha 1 chain (OI4) and platelet derived growth factor subunit B (SSV; becaplermin; oncogene SIS)."
1220,30925.0,Hereditary arginine vasopressin deficiency,"Hereditary arginine vasopressin deficiency is very frequently (99-80%) associated with Diabetes insipidus and Polydipsia. Hereditary arginine vasopressin deficiency is frequently (79-30%) associated with Diarrhea, Fever, Growth delay, Irritability, Lethargy, Vomiting, and Weight loss.Hereditary arginine vasopressin deficiency is associated with Disease-causing germline mutation(s) (loss of function) in arginine vasopressin (ADH; antidiuretic hormone; copeptin; diabetes insipidus; neurohypophyseal; neurophysin II; prepro-AVP-NP II; prepro-arginine-vasopressin-neurophysin II)."
1221,32960.0,Tumor necrosis factor receptor 1 associated periodic syndrome,"Tumor necrosis factor receptor 1 associated periodic syndrome is very frequently (99-80%) associated with Abdominal pain, Diarrhea, Elevated circulating C-reactive protein concentration, Elevated erythrocyte sedimentation rate, Erysipelas, Macule, Myalgia, Pericarditis, Recurrent fever, and Skin rash. Tumor necrosis factor receptor 1 associated periodic syndrome is frequently (79-30%) associated with Arthritis, Constipation, Erythema, Intestinal obstruction, Leukocytosis, Lymphadenopathy, Orchitis, Pleuritis, Splenomegaly, and Vomiting. Tumor necrosis factor receptor 1 associated periodic syndrome is occasionally (29-5%) associated with Abnormal myocardium morphology, Abnormality of the sacroiliac joint, Arthralgia, Atypical behavior, Bruising susceptibility, Cellulitis, Chest pain, Conjunctivitis, Cranial nerve paralysis, Fasciitis, Hypermelanotic macule, Migraine, Myositis, Paresthesia, Periorbital edema, Peritonitis, Recurrent pharyngitis, Uveitis, Vasculitis, and Vertigo.Tumor necrosis factor receptor 1 associated periodic syndrome is associated with Disease-causing germline mutation(s) in TNF receptor superfamily member 1A (CD120a; TNF-R; TNF-R-I; TNF-R55; TNFAR; TNFR60)."
1222,33110.0,Autosomal non-syndromic agammaglobulinemia,"Autosomal non-syndromic agammaglobulinemia is very frequently (99-80%) associated with Agammaglobulinemia, Chronic otitis media, Conjunctivitis, Cough, Diarrhea, Fatigue, Fever, Immunodeficiency, Recurrent infections, Recurrent respiratory infections, Recurrent skin infections, Sinusitis, and Skin rash. Autosomal non-syndromic agammaglobulinemia is frequently (79-30%) associated with Arthritis, Failure to thrive, and Osteomyelitis. Autosomal non-syndromic agammaglobulinemia is occasionally (29-5%) associated with Bronchiectasis, Cellulitis, Decreased total neutrophil count, Dehydration, Epicanthus, External ear malformation, Hepatitis, High palate, Hypertelorism, Malabsorption, Meningitis, Sepsis, and Verrucae.Autosomal non-syndromic agammaglobulinemia is associated with Disease-causing germline mutation(s) in Spi-1 proto-oncogene (SPI-1; SFPI1; OF; SPI-A; 31 kDa transforming protein; PU.1; hematopoietic transcription factor PU.1), phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta (p110D; phosphatidylinositol 3-kinase; catalytic; delta polypeptide; phosphoinositide-3-kinase C), immunoglobulin heavy constant mu, immunoglobulin lambda like polypeptide 1 (14.1; CD179B; IGL5; IGVPB; lambda 5), leucine rich repeat containing 8 VRAC subunit A (FLJ10337; KIAA1437; SWELL1), transcription factor 3 (E2A; E2A immunoglobulin enhancer-binding factor E12; E47; ITF1; MGC129647; MGC129648; VDIR; VDR interacting repressor; bHLHb21; immunoglobulin transcription factor 1; kappa-E2-binding factor; transcription factor E2-alpha; p75), CD79a molecule (MB1; MB-1; IGAlpha; Ig-alpha; B-cell antigen receptor complex-associated protein alpha chain), CD79b molecule (B-cell antigen receptor complex-associated protein beta chain; Ig-beta; Igbeta; B29), B cell linker (B cell adaptor containing SH2 domain; B-cell activation; B-cell adapter containing a SH2 domain protein; BASH; BLNK-s; Ly57; SLP-65; SLP65; Src homology [SH2] domain-containing leukocyte protein of 65 kD; bca), and phosphoinositide-3-kinase regulatory subunit 1 (GRB1; p85; p85-ALPHA; phosphoinositide-3-kinase regulatory subunit alpha; PI3 kinase-associated p85; growth factor receptor bound 1; p85alpha)."
1223,33001.0,Lymphedema-distichiasis syndrome,"Lymphedema-distichiasis syndrome is very frequently (99-80%) associated with Conjunctivitis, Corneal erosion, Distichiasis, Photophobia, and Predominantly lower limb lymphedema. Lymphedema-distichiasis syndrome is frequently (79-30%) associated with Cataract, Ectropion, Muscle weakness, Ptosis, and Varicose veins. Lymphedema-distichiasis syndrome is occasionally (29-5%) associated with Abnormal cardiovascular system morphology, Abnormality of the pulmonary vasculature, Arrhythmia, Cleft palate, Cleft upper lip, Diabetes mellitus, Fibrosarcoma, Glomerulopathy, Patent ductus arteriosus, Proteinuria, Recurrent skin infections, Recurrent urinary tract infections, Renal duplication, Spinalarachnoid cyst, Tubulointerstitial nephritis, and Webbed neck.Lymphedema-distichiasis syndrome is associated with Disease-causing germline mutation(s) in forkhead box C2 (MFH-1; mesenchyme forkhead 1)."
1224,33226.0,Waldenström macroglobulinemia,"Waldenström macroglobulinemia is very frequently (99-80%) associated with Leukemia, Lymphoma, and Monoclonal immunoglobulin M proteinemia. Waldenström macroglobulinemia is frequently (79-30%) associated with Abnormality of neutrophils, Gingival bleeding, Hypercoagulability, Normocytic anemia, Pallor, Respiratory insufficiency, and Vertigo. Waldenström macroglobulinemia is occasionally (29-5%) associated with Abnormal retinal vascular morphology, Anorexia, Ataxia, Congestive heart failure, Cranial nerve paralysis, Cryoglobulinemia, Cutis marmorata, Diarrhea, Elevated erythrocyte sedimentation rate, Epistaxis, Fatigue, Fever, Gastrointestinal hemorrhage, Hearing impairment, Hepatomegaly, Lymphadenopathy, Malabsorption, Memory impairment, Migraine, Multifocal epileptiform discharges, Pedal edema, Periorbital edema, Peripheral neuropathy, Pleural effusion, Proptosis, Pulmonary infiltrates, Purpura, Recurrent infections, Reduced consciousness/confusion, Renal insufficiency, Retinal hemorrhage, Splenomegaly, Stroke, Urticaria, and Vasculitis.Waldenström macroglobulinemia is associated with Disease-causing somatic mutation(s) in MYD88 innate immune signal transduction adaptor (TLR adaptor MYD88)."
1225,33208.0,Idiopathic hypersomnia,"Idiopathic hypersomnia is very frequently (99-80%) associated with Excessive daytime somnolence, Hypersomnia, and Sleep abnormality. Idiopathic hypersomnia is frequently (79-30%) associated with Brain fog, Memory impairment, Short attention span, and Sleep drunkeness. Idiopathic hypersomnia is occasionally (29-5%) associated with Depression, Hypnagogic hallucinations, Hypnopompic hallucinations, and Sleep paralysis. Idiopathic hypersomnia is very rarely (<4-1%) associated with Snoring."
1226,79278.0,Autosomal erythropoietic protoporphyria,"Autosomal erythropoietic protoporphyria is very frequently (99-80%) associated with Abnormal circulating porphyrin concentration, Cutaneous photosensitivity, Erythema, and Pruritus. Autosomal erythropoietic protoporphyria is occasionally (29-5%) associated with Cholelithiasis, Cirrhosis, Decreased liver function, Eczematoid dermatitis, Edema, and Microcytic anemia.Autosomal erythropoietic protoporphyria is associated with Disease-causing germline mutation(s) (loss of function) in ferrochelatase (protoporphyria)."
